DATE,ER VOICE TRAFFIC   2G /3G,ER BUSY TRAFFIC 2G/3G,ZTE VOICE TRAFFIC 2G/3G,ZTE BUSY TRAFFIC 2G/3G,VLR COUNT,SITE COUNT 2G/3G/4G,TCS SITE COUNT,DATA VOL 2G(GB),DATA VOL 3G(GB),DATA VOL ZTE 4G(GB),DATA VOL TCS 4G(GB),DATA VLR 2G,DATA VLR 3G,DATA VLR ZTE 4G,DATA VLR TCS 4G,VOLTE TRAFFIC ZTE,VOLTE TRAFFIC TCS
31-12-2024,1922/1457,169/100,83155/41120,7432/3465,1158804,1226/1122/150,815,543,39392.5,9590.16,18684.1,61739,122831,20650,19370,626.6,1573.13
01-01-2025,1986/1501,182/119,103367/52667,8489/4086,729140,1226/1122/150,835,563,39900.6,9528.73,18868.2,60522,117088,19902,18965,777.8,2163.09
02-01-2025,1867/1476,177/114,81104/41925,7399/3514,760387,1226/1122/150,835,544,39061.4,9475.18,18049.3,9476.18,117088,19902,19140,611.4,1577.96
03-01-2025,1747/1310,164/113,88256/40598,8122/3663,790258,1226/1122/150,834,545,38950.6,"9,504.94",19009.38,65757,120257,20073,20583,610.93,1693.66
04-01-2025,1794/1350,182/123,83331/44512,8015/3766,816888,1226/1122/150,830,554,38055.6,"9,673.78",20566.58,67262,135692,20619,20251,632.64,1674.48
05-01-2025,1810/1262,191/102,85371/44261,8094/3740,832549,1226/1122/150,848,568,38274.9,"9,650.54",20093.98,69967,141193,20740,19862,619.14,1559.58
06-01-2025,1851/1417,178/119,87154/41783,7522/3575,848570,1226/1122/150,847,563,38166.3,"9,306.00",21144.87,64668,135581,20544,21015,660.82,1899.14
07-01-2025,1927/1432,182/139,80760/43784,8092/3778,872394,1226/1122/150,831,559,40676.3,"9,999.32",18159.77,62926,131491,19833,20043,677.82,1579.9
08-01-2025,1894/1409,185/121,85328/42569,7809/3735,886124,1226/1122/150,894,563,39983.5,"9,899.79",18109.81,64064,128022,19626,21053,665.05,1623.65
09-01-2025,1857/1389,174/121,83115/42837,7493/3695,901473,1226/1122/150,928,530,40501.8,"9,316.66",16934.98,61746,123655,20103,22135,669.27,1443.45
10-01-2025,1896/1172,175/121,81400/38805,7781/3520,915630,1226/1122/150,934,525,37227.5,"9,264.42",23351.6,62946,138143,20090,23804,626.28,2202.6
11-01-2025,1816/1222,172/131,79332/41214,7697/3604,930728,1226/1122/150,947,543,36659.9,"9,676.01",24850.29,64984,122647,20126,24520,639.24,2006.2
12-01-2025,1882/1443,166/129,80847/41120,7432/3465,938117,1226/1122/150,942,545,36055.6,"9,449.32",24629.72,64001,129894,20531,23595,607.24,1903.15
13-01-2025,1986/1421,170/109,83155/52667,8489/4086,949829,1226/1122/150,977,554,35980.5,"9,845.45",25388.49,64043,123515,20633,25096,709.17,2049.31
14-01-2025,1814/1367,172/124,79332/41214,7697/3604,961519,1226/1122/150,1002,568,36434.6,"9,674.65",26769.19,61680,121988,20613,25065,646.81,2181.94
15-01-2025,1818/1471,175/128,88060/37910,8056/3226,971978,1226/1122/150,993,563,34908.3,"9,712.43",25198.75,62582,115749,20210,25012,668.24,2200.61
16-01-2025,1827/1564,157/138,88535/38861,8167/3254,983119,1226/1122/150,1009,438,35437,"9,939.00",25593.7,55528,124467,20861,25461,676.71,2223.04
17-01-2025,1945/1476,174/127,83425/37106,7319/3160,995375,1226/1122/150,1031,427,34741.3,"7,506.55",26475.18,49098,127547,20593,26419,444.34,
18-01-2025,1971/1410,164/124,89348/38617,8093/3409,1007181,1226/1122/150,,448,35678.5,"9,667.09",,53051,109598,20755,,685.98,2324.65
19-01-2025,1958/1388,170/121,84132/36185,8181/3104,1015528,1226/1122/150,1002,442,35892,"9,536.45",24876.41,52611,111639,19948,25233,633.8,1826.26
20-01-2025,1912/1399,200/115,91131/38378,8412/3318,1024119,1226/1122/150,1012,411,33492.6,"9,347.74",25757.77,50151,103570,20389,26236,698.78,2228.91
21-01-2025,1887/1129,188/94,91376/38903,8675/3395,1035107,1226/1122/150,986,416,3243,"9,249.74",25605.54,55538,135262,20450,26015,665.19,2185.22
22-01-2025,1867/1271,178/138,90485/39080,8302/3414,1045910,1226/1122/150,1015,429,3383,"9,001.62",25442.01,51716,103998,19799,26048,675.67,2177.48
23-01-2025,1970/1400,200/101,93200/38175,8757/3354,1058209,1226/1122/150,1032,418,3350,"9,713.38",28045.13,46961,97713,20506,27256,690.78,2496.84
24-01-2025,2008/1443,198/130,89637/38414,8121/3475,1068498,1226/1122/150,1030,438,3356,"9,530.28",26234.58,57192,119104,20616,26158,629.83,2210.17
25-01-2025,1930/1416,187/120,89007/37519,7927/3457,1078828,1226/1122/150,1087,440,3416,"9,424.35",29180.96,51101,103881,20255,27200,623.52,2181.04
26-01-2025,1936/1431,198/131,84359/33284,8278/3160,1086568,1226/1122/150,,397,35352.1,"9,849.01",,45220,103673,20013,,635.15,
27-01-2025,2033/1437,194/101,91089/38077,8292/3376,1094347,1226/1122/150,1083,389,33740.3,"9,184.83",27095.74,46021,105814,20014,28040,652.19,2408.8
28-01-2025,1914/1492,192/127,90649/38060,8441/3226,1105688,1226/1122/150,1117,389,33755,"9,109.58",27696.22,47612,102903,19980,28423,647.01,2419.69
29-01-2025,1964/1572,199/143,92280/37672,8702/3273,1113775,1226/1122/150,1130,402,33749.6,"9,333.64",28077.17,48231,134160,19853,28722,661.8,2497.56
30-01-2025,1947/1513,191/132,93595/38330,8883/3431,1122293,1226/1122/150,1139,420,34626.4,"9,530.99",27361.27,52696,118954,20400,28870,682.62,2527.65
31-01-2025,1919/1473,192/138,89089/37508,8566/3291,1133362,1226/1122/150,,442,34933.9,"9,710.47",,47309,101501,21622,,748.56,
01-02-2025,1981/1517,178/135,92747/37011,8677/3263,715262,1226/1122/150,,422,34374.9,"9,718.53",,46187,114228,20498,,713.91,
02-02-2025,1966/1414,183/116,85776/33886,8150/2935,746692,1226/1122/150,1143,408,34644,"9,526.26",28215.13,47979,94091,19781,28153,642.35,2137.83
03-02-2025,1991/1402,189/120,87105/34632,7868/2904,768342,1226/1122/150,1167,400,35008.4,9416.68,28318.96,46528,123703,19555,29051,628.8,2312.15
04-02-2025,2024/1490,176/121,91622/36305,8036/2958,780378,1226/1122/150,1190,399,33228.4,9499.97,29797.42,46869,101202,19997,29789,679.5,2689.19
05-02-2025,2028/1441,187/128,90606/37485,7963/3223,812614,1226/1122/150,,402,33300.6,9198.27,,50991,108749,19713,,689.1,
06-02-2025,1911/1418,184/119,92856/36471,8383/3054,833555,1226/1122/150,1184,389,32720.9,9416.67,27371.93,47612,103636,20235,29702,660.6,2465.29
07-02-2025,1887/1470,182/128,89152/37185,8097/3307,854877,1226/1122/150,,404,33276.9,9244.47,,49674,97185,19403,,688.5,
08-02-2025,1867/1434,182/125,88597/34997,8168/3060,877799,1226/1122/150,,383,33104.7,8996.51,,50884,129768,18979,,654.6,
09-02-2025,1911/1368,183/129,84975/33871,7902/3245,890573,1226/1122/150,1188,389,33606.8,9266.79,27755.19,47747,99245,18778,28961,617.3,2090.42
10-02-2025,1983/1471,186/131,92765/37190,8582/3225,903357,1226/1122/150,1237,375,31989.6,8708.3,28759.72,45226,93537,19006,30835,638.4,2806.99
11-02-2025,1990/1572,190/142,90873/37579,8614/3232,921807,1226/1122/150,1217,371,33016.3,8525.97,28900.78,52855,111965,19151,30390,647.3,2797.43
12-02-2025,1914/1289,189/98,85574/37617,7192/3524,937449,1226/1122/150,1230,374,33584.1,7958.04,27648.04,55249,124778,19151,30199,602.5,3023.69
13-02-2025,1970/1152,196/107,89853/36552,8548/3116,952270,1226/1122/150,1249,371,32614.6,8831.34,28408.51,51903,113616,19846,30357,705.3,2868.19
14-02-2025,1553/1249,190/121,82616/34982,7614/3121,966070,1226/1122/150,1224,337,32946.3,6318.83,31329.97,44368,106645,18317,31204,436.7,3191.81
15-02-2025,1925/1148,182/107,89286/34887,8359/2999,978738,1226/1122/150,,366,32482.6,7782.55,,48297,97508,18784,,573.8,
16-02-2025,1829/1290,180/126,86639/33159,8315/2953,998630,1226/1122/150,1256,365,33516.6,9190.26,29986.3,44441,91653,19002,30861,687,2971.09
17-02-2025,1865/1370,194/125,90730/38887,8388/3472,1010234,1226/1122/150,,386,27435.5,7061.06,,48699,100064,19776,,654.3,
18-02-2025,1890/1410,171/148,92137/36662,8679/3188,1022784,1226/1122/150,1244,351,30796.5,6531.06,29669.74,45499,97499,18994,31459,524.8,3377.04
19-02-2025,1734/1368,171/124,92130/35079,8538/3093,1034630,1226/1122/150,1222,342,31948.8,8979.75,32701.05,42615,90107,18720,31839,709.5,3572.36
20-02-2025,1679/1209,138/98,87655/35537,8148/2958,1046686,1226/1122/150,1228,369,33009.5,8730.57,30410.69,48658,99951,18438,31721,690.8,3103.35
21-02-2025,1874/1158,174/117,90083/33624,8533/2940,1060371,1226/1122/150,,357,32306.9,8859.26,,45471,106896,19039,,659.6,
22-02-2025,1835/1226,191/116,90218/31964,8468/2802,1071151,1226/1122/150,,345,32472.8,9139.75,,42791,81337,18911,,690.1,
23-02-2025,1787/1183,182/123,83441/30992,8007/2590,1078397,1226/1122/150,,367,34009.3,8557.93,,47729,99894,18442,,571.9,
24-02-2025,1861/1207,193/128,91838/33941,8594/3104,1087811,1226/1122/150,,345,32072.1,8555.69,,45686,93703,18881,,691.9,
25-02-2025,1922/1276,201/128,89451/34759,8197/3176,1101124,1226/1122/150,,356,32708.7,8236.84,,45693,92074,18032,,664.7,
26-02-2025,1793/1197,167/103,84870/31110,8068/2672,1111959,1226/1122/150,,364,33648.3,9109.53,,44856,92032,18331,,630.5,
27-02-2025,1803/1201,185/122,93526/33948,8747/2987,1122093,1226/1122/150,,358,32558.9,9074.49,,42391,90427,18944,,712.9,
28-02-2025,1921/1218,169/120,88396/33510,8586/2968,1132576,1226/1122/150,,361,33529.1,8588.04,,45859,86018,18821,,591,
01-03-2025,2059/1325,200/115,88045/32952,8251/2825,714491,1226/1122/150,,326,30973.2,7635.18,,42056,96977,18665,,582.4,
02-03-2025,1941/1277,178/109,80847/30437,7917/2811,756440,1226/1122/150,,322,32097,7355.63,,44171,85545,18038,,492.4,
03-03-2025,1927/1251,191/112,86226/34711,7707/2993,786054,1226/1122/150,1269,359,31059.6,6037.38,,44475,101152,17956,,430.9,
04-03-2025,1083/767,189/109,86176/32301,8199/2885,806894,1226/1122/150,1262,342,32386.1,8023.81,,41078,84566,18594,,593.3,
05-03-2025,1902/1186,180/114,88079/33946,8296/3044,817421,1226/1122/150,1292,346,30125,7284.56,,50827,129120,18564,,554.7,
06-03-2025,1949/1145,181/103,88315/33772,7987/2904,846618,1226/1122/150,1293,323,30067.2,7426.26,,43080,94193,18557,,628.8,
07-03-2025,1868/1174,195/107,82638/33018,8220/2984,863724,1226/1122/150,,295,30266.8,5364.25,,38294,85941,17817,,409.2,
08-03-2025,1993/1172,190/103,89393/32172,8246/2806,880294,1226/1122/150,,317,30246.4,7986.19,,38969,82650,18298,,658.1,
09-03-2025,1850/1107,169/102,79577/33204,7653/2895,897074,1226/1122/150,1284,353,34902.8,8202.61,,52227,124287,17975,,579.8,
10-03-2025,2107/1226,200/118,89464/36739,8418/3246,912543,1226/1122/150,1315,335,31469.4,7980.49,,54266,122126,18717,,683.9,
11-03-2025,1948/1143,172/93,92263/33657,8521/2946,925808,1226/1122/150,1322,311,29543.3,7746.9,,40795,88529,18566,,665.6,
12-03-2025,1934/1103,189/99,88369/32734,7415/2865,940301,1226/1122/150,,303,29364,7174.47,,40101,89129,18879,,559.8,
13-03-2025,1749/987,178/82,83670/30838,7288/2586,955841,1226/1122/150,,312,30038.7,7000.16,,46926,128573,17995,,480.8,
14-03-2025,1655/841,170/77,75096/26170,6947/2319,965729,1226/1122/150,,315,28129.3,8377.16,,37461,74814,18137,,537.9,
15-03-2025,1667/741,166/58,73590/25487,6597/2241,974132,1226/1122/150,,301,29543.3,8203.38,,38063,74181,17900,,509.8,
16-03-2025,1508/696,148/59,75212/26117,7329/2480,982668,1226/1122/150,1292,290,29626,7941.73,,37683,74829,17802,,559.8,
